Method,SNR,PESQ,STOI,Runtime
Method 5,9.707778096,2.794340611,0.925163395,5.71
Method 5,5.853106976,3.616273165,0.99169601,7.38
Method 5,6.774328947,3.54382062,0.992650659,7.46
Method 5,6.447939873,3.418489218,0.977400549,4.9
Method 5,9.421180487,3.624148369,0.987408294,5.26
Method 5,14.91189957,2.822155476,0.973655935,7.13
Method 5,7.53696084,3.313110113,0.972343683,6.24
Method 5,-11.22780114,1.793159723,0.838808284,6.61
Method 5,-3.801662922,1.745777369,0.803749178,5.08
Method 5,6.972936392,3.449897766,0.98645078,6.91
Method 5,11.83465181,2.136182308,0.894442446,6.31
Method 5,10.97893715,3.092730761,0.970953443,5.42
Method 5,6.683197021,3.240661383,0.984495304,7.45
Method 5,10.38794637,2.477980375,0.822881004,5.05
Method 5,9.533214867,2.309730053,0.920429525,5.54
Method 5,12.30773956,2.59446454,0.900811902,7.22
Method 5,8.009207249,3.256644249,0.976295155,5.63
Method 5,12.98892796,3.068447113,0.983700311,5.46
Method 5,7.276489735,3.292580605,0.98625391,5.03
Method 5,10.11044145,2.742727757,0.93210859,6.38
Method 5,2.945901155,3.222077608,0.982153217,7.2
Method 5,8.961127996,2.845372438,0.942584243,7.53
Method 5,9.008338451,3.261364222,0.991603932,7.33
Method 5,9.928172231,3.213338375,0.972955669,5.88
Method 5,9.681975842,3.18851614,0.976091409,7.08
Method 5,4.07325387,3.44860816,0.990996595,7.13
Method 5,11.06005788,2.722473621,0.921115549,5.8
Method 5,10.41025758,3.070314407,0.961095645,6.79
Method 5,10.49320489,2.668012381,0.939612868,5.98
Method 5,7.318449616,3.210636139,0.971542767,5.76
Method 5,-6.268728971,1.755090833,0.817832279,5.57
Method 5,5.877943039,3.389053583,0.989501066,6.78
Method 5,17.0555371,2.990745306,0.967584089,4.96
Method 5,11.17637885,2.78629899,0.950464667,6.59
Method 5,7.425813675,2.783579588,0.93527511,5.94
Method 5,7.667815685,3.280798197,0.980513843,7.32
Method 5,8.619002104,3.54879427,0.978700016,6.64
Method 5,9.918771088,2.985640764,0.946434095,5.76
Method 5,10.38695514,2.744236946,0.933293493,4.56
Method 5,8.311311007,3.25155282,0.980730664,5.77
Method 5,9.30690527,3.448930502,0.972713932,7
Method 5,10.36904056,2.054212809,0.856972731,7.36
Method 5,4.283772707,3.460566998,0.97471736,5.48
Method 5,6.36384964,3.348007202,0.978387108,6.23
Method 5,15.77679202,2.736579895,0.966958327,5.64
Method 5,10.73651314,3.20386529,0.985174905,4.98
Method 5,-1.345012188,1.699785471,0.789103734,5.76
Method 5,11.17056698,2.674554348,0.918692783,7.32
Method 5,7.014427185,3.30885911,0.983811637,6.57
Method 5,8.511436125,2.350835323,0.897922598,5.48
Method 5,12.00262666,2.478048325,0.873926259,5.42
Method 5,6.614794582,2.2080369,0.896648248,7.13
Method 5,8.460382819,2.984222651,0.909039453,6.46
Method 5,11.08893752,2.939259768,0.954323636,7.29
Method 5,9.546518922,3.188747883,0.956106185,5.42
Method 5,13.12166035,2.99810791,0.975840997,6.16
Method 5,9.143195152,3.146619558,0.96825516,7.22
Method 5,8.874258995,2.55217433,0.944628176,6.14
Method 5,9.64417398,3.037648201,0.965261181,5.19
Method 5,6.750713587,3.683790922,0.990923186,5.12
Method 5,13.52383792,2.883827686,0.951179034,5.16
Method 5,7.729873657,3.517397642,0.987419487,4.85
Method 5,11.64215212,2.385649681,0.932141005,6.45
Method 5,9.221535921,3.712308645,0.994037451,4.7
Method 5,9.654086977,2.685789824,0.932341678,6.5
Method 5,8.792745471,3.466678143,0.983427189,6.99
Method 5,12.0141542,3.073056698,0.981304743,5.75
Method 5,3.831471205,3.089459896,0.974085803,7.9
Method 5,7.644563913,3.32411027,0.98132928,6.8
Method 5,10.81078619,3.021383762,0.962407283,4.91
Method 5,12.36557901,3.201586008,0.967570262,6.32
Method 5,12.33375371,3.016609192,0.958515959,6.65
Method 5,5.70533514,3.753667355,0.993312484,5.15
Method 5,8.585108519,3.005636215,0.941346792,4.83
Method 5,14.24201088,2.226489305,0.83562165,6.69
Method 5,10.33148468,3.030686617,0.967398327,6.2
Method 5,12.23743141,2.863958359,0.957216204,5.9
Method 5,7.388197184,3.084368706,0.975587898,6.85
Method 5,10.42957544,2.796894073,0.951484862,6.16
Method 5,6.441181302,2.486762285,0.925387714,6.19
Method 5,12.79913351,3.179009199,0.963000667,6.79
Method 5,13.41575414,2.769396782,0.948218195,7.33
Method 5,10.79592466,3.753225803,0.991845763,6.72
Method 5,11.56382644,2.005279303,0.879435069,6.04
Method 5,9.775613546,3.456414938,0.984908923,5.54
Method 5,2.756786903,1.663864017,0.732927124,7.86
Method 5,5.201333761,3.462927103,0.965915447,5
Method 5,13.89580234,2.737675428,0.936883983,5.14
Method 5,7.46078968,3.013458252,0.961966291,7.32
Method 5,9.849774837,2.855746031,0.939553159,5.61
Method 5,5.775748491,3.338938951,0.983066447,4.6
Method 5,6.665617228,3.612334251,0.991294074,5.23
Method 5,13.44116373,2.446796417,0.875815742,6.47
Method 5,10.09827971,3.093956947,0.964069105,5.83
Method 5,9.405816793,3.322341442,0.988202706,5.24
Method 5,11.87737346,3.293373346,0.973484414,7.28
Method 5,10.29514407,2.815175056,0.935775657,7.27
Method 5,14.04932022,2.983338118,0.9796734,6.64
Method 5,7.994521856,3.31392765,0.979347932,7.06
Method 5,7.706394196,2.784306765,0.962859756,5.72
Method 5,10.72836876,2.981838942,0.963497621,9.07
Method 5,9.717212915,2.468738794,0.939609123,5.42
Method 5,13.90832424,2.980307102,0.967688728,5.4
Method 5,7.160515785,3.487763166,0.984524528,6.65
Method 5,8.315732479,3.092212439,0.962866723,4.85
Method 5,8.629682064,2.862867832,0.95157651,6.38
Method 5,8.816273212,3.393666744,0.980951899,6.17
Method 5,8.20058465,3.183737278,0.98065607,6.35
Method 5,5.836981535,3.156362295,0.981868012,7.32
Method 5,-8.744946122,1.746865988,0.829092608,4.87
Method 5,10.27829766,3.621193409,0.991606172,5.86
Method 5,8.108335733,3.430118561,0.990522771,6.46
Method 5,11.198515,2.487744808,0.925891325,7.51
Method 5,5.46338439,3.476081133,0.983639373,5.43
Method 5,10.86695492,3.362639189,0.980194689,6.05
Method 5,13.12651485,2.793223858,0.95687258,5.87
Method 5,6.744991541,3.158685684,0.965053709,12.62
Method 5,10.67114949,2.816502333,0.954336484,4.76
Method 5,11.47247441,2.434755564,0.916941678,5.82
Method 5,8.153665662,2.850564957,0.962709321,6.17
Method 5,6.981978416,3.325189352,0.98055909,6.29
Method 5,10.85581303,2.654794455,0.912299915,4.49
Method 5,9.543956518,3.229345322,0.969474779,5.16
Method 5,12.2225517,2.567614794,0.901694167,9.18
Method 5,12.10086703,3.067199945,0.958549144,7.13
Method 5,7.751950026,3.615557432,0.982749753,5.37
Method 5,12.37030506,3.653857946,0.989097007,4.94
Method 5,12.20514417,2.987789869,0.965279361,6.25
Method 5,13.02174017,2.872741938,0.943856188,5.43
Method 5,5.565065145,3.272418499,0.971902059,8.43
Method 5,8.578157425,3.081519604,0.970357284,7.65
Method 5,5.292791128,3.28440237,0.964084082,7.03
Method 5,4.818692803,2.909974575,0.962970641,6.26
Method 5,9.521455765,2.93058753,0.957579335,6.2
Method 5,11.03650987,3.11406517,0.965073545,7
Method 5,11.26039982,3.540828705,0.988320152,4.42
Method 5,8.575122356,2.937397957,0.927001752,5.66
Method 5,13.20319355,2.965911388,0.954927475,6.34
Method 5,11.46335006,2.71067667,0.942159513,4.94
Method 5,9.593072118,2.514125824,0.907729876,7.56
Method 5,10.4114151,3.541925907,0.982855107,5.47
Method 5,8.044973612,3.777347565,0.995793581,6.21
Method 5,10.43427944,3.179852486,0.989827734,6.47
Method 5,10.6783241,2.218349934,0.913555445,5.44
Method 5,9.837569594,3.015009403,0.962919525,6.17
Method 5,14.06926379,2.823778152,0.968608443,5.27
Method 5,11.38520967,2.47619772,0.90669485,5.61
Method 5,15.49315035,3.122956514,0.97381376,6.35
Method 5,13.13762337,2.35772109,0.856762384,6.1
Method 5,8.44066143,2.490543127,0.914752389,7.15
Method 5,9.460424185,2.691779137,0.868283639,5.62
Method 5,10.750072,2.594641209,0.891487892,6.34
Method 5,9.596672654,2.773228884,0.910049082,5.79
Method 5,3.485880509,1.554035544,0.767007789,6.33
Method 5,6.772024035,2.958606005,0.974286088,7.1
Method 5,7.450680733,3.000089645,0.941795515,6.61
Method 5,7.366615534,3.653813601,0.991183813,7.48
Method 5,9.503738433,2.247383118,0.892313603,7.2
Method 5,6.257221699,3.409472227,0.990117463,4.75
Method 5,5.745056272,2.685309649,0.94856089,7.47
Method 5,1.094549596,1.636810064,0.779214081,5.25
Method 5,8.596277237,3.556426048,0.988461691,5.73
Method 5,9.15604949,2.977128983,0.973446974,6.29
Method 5,7.804816961,3.595941067,0.98772872,5.63
Method 5,7.436159849,3.196873426,0.939049168,5.68
Method 5,14.67485204,2.755726337,0.942811812,5.3
Method 5,11.41040385,3.393745661,0.976306127,5.29
Method 5,9.172735214,3.505202293,0.9838243,7.45
Method 5,11.70478582,3.443740845,0.991246833,7.72
Method 5,17.05444187,3.180809975,0.974629081,6.17
Method 5,7.691712976,3.370632172,0.986535564,4.74
Method 5,12.36923073,2.850264788,0.944090269,4.93
Method 5,14.98745859,3.343279123,0.981361184,7.97
Method 5,10.28957486,3.169458151,0.974017419,6.12
Method 5,6.838388443,3.467067957,0.99062894,4.78
Method 5,6.005153656,3.171365499,0.973490123,5.79
Method 5,12.53096521,3.266448021,0.974065678,6.03
Method 5,8.394895792,3.081927061,0.964487128,5.97
Method 5,5.969450474,3.59254837,0.993406301,6.5
Method 5,9.255850315,2.830170155,0.95157025,4.82
Method 5,9.925067769,2.294234753,0.883048357,6.12
Method 5,4.980500937,3.322791815,0.980348667,6.81
Method 5,17.361224,3.586534977,0.984982779,5.36
Method 5,14.09350634,3.330770016,0.970724851,5.67
Method 5,10.58275759,3.415450335,0.981854655,7.77
Method 5,8.875044584,3.639210463,0.986948508,7.42
Method 5,8.516706228,3.699766159,0.988526003,7.19
Method 5,12.98725486,3.482615948,0.988710094,6.17
Method 5,8.365668058,3.572260141,0.986478333,5.66
Method 5,9.384897947,3.570105076,0.983636658,5.67
Method 5,8.685978651,3.967612267,0.995708684,6.1
Method 5,9.882789254,2.615580797,0.928817668,4.52
Method 5,19.57124947,3.060700655,0.968373934,7.9
Method 5,18.40506516,3.531292439,0.981739567,6.15
Method 5,13.89718056,3.437411785,0.984859126,6.93
Method 5,10.37843823,3.582916975,0.984693482,5.72
Method 5,12.83010557,3.12383008,0.965848693,7.23
Method 5,8.865307868,2.708645105,0.931724106,5.3
Method 5,15.67706585,3.674586058,0.987923173,5.62
Method 5,14.63716367,3.027580738,0.960231878,5.66
Method 5,11.75093055,3.533523083,0.981314429,7.11
Method 5,7.106051445,3.043487072,0.964756365,6.85
Method 5,13.74450862,3.778011322,0.989468431,7.12
Method 5,11.98403716,3.367426157,0.979681325,7.14
Method 5,14.13127927,3.155388594,0.960316586,5.62
Method 5,7.112531662,3.672521353,0.988059347,7.46
Method 5,15.9456569,3.25596571,0.978789241,8.9
Method 5,9.241699805,2.260648727,0.876118179,5.07
Method 5,10.27647734,3.460192204,0.977417181,6.92
Method 5,9.053145051,2.465123415,0.905648649,6.47
Method 5,13.14782381,3.463301659,0.977026148,5.5
Method 5,11.51755273,3.044857025,0.961021038,4.9
Method 5,10.40290475,3.925590992,0.993755802,5.21
Method 5,7.43309021,3.302031517,0.973611332,5.21
Method 5,5.77935338,3.61022687,0.989214899,5.47
Method 5,8.871963024,3.252500057,0.981302234,5.51
Method 5,8.114626408,2.897915363,0.952258641,5.88
Method 5,6.651910543,3.491409063,0.983531807,4.39
Method 5,11.89376056,3.884868383,0.99101133,7.09
